STORE_NUMBER,CITY,STATE,ZIPCODE,LONG,LAT
5582-1849,Rowland Heights,CA,91748,-117.87,33.99
76189-93365,Rowland Heights,CA,91748,-117.92,33.99
9897-93936,Sacramento,CA,95825,-121.39,38.6
74911-101861,Sacramento,CA,95825,-121.39,38.59
75730-95569,Sacramento,CA,95837,-121.59,38.69
645-362,Sacramento,CA,95825,-121.42,38.6
76548-96837,Sacramento,CA,95834,-121.5,38.64
6882-86060,Sacramento,CA,95834,-121.51,38.64
27094-246625,Sacramento,CA,95816,-121.47,38.57
5895-31839,Sacramento,CA,95826,-121.39,38.55
74475-83323,Sacramento,CA,95811,-121.49,38.57
5888-4073,Sacramento,CA,95831,-121.52,38.5
5744-4069,Sacramento,CA,95814,-121.49,38.58
20637-196185,Sacramento,CA,95819,-121.42,38.56
74478-96608,Sacramento,CA,95835,-121.52,38.66
13400-107350,Sacramento,CA,95842,-121.36,38.66
6714-74981,Sacramento,CA,95833,-121.52,38.61
8684-94008,Sacramento,CA,95816,-121.47,38.57
72205-28507,Sacramento,CA,95814,-121.49,38.58
5254-515,Sacramento,CA,95816,-121.46,38.57
6480-59919,Sacramento,CA,95821,-121.38,38.61
13639-107399,Sacramento,CA,95823,-121.42,38.46
5940-44939,Sacramento,CA,95832,-121.5,38.48
5883-4072,Sacramento,CA,95814,-121.49,38.57
74367-73714,Sacramento,CA,95816,-121.46,38.57
13558-107229,Sacramento,CA,95826,-121.41,38.54
15639-160614,Sacramento,CA,95837,-121.59,38.69
6626-71321,Sacramento,CA,95825,-121.41,38.57
5946-33519,Sacramento,CA,95828,-121.41,38.48
2891-87675,Sacramento,CA,95841,-121.35,38.66
20760-207984,Sacramento,CA,95831,-121.52,38.48
29626-254204,SACRAMENTO,CA,95825,-121.4,38.6
8625-94010,Sacramento,CA,95817,-121.46,38.56
11238-102723,Sacramento,CA,95825,-121.4,38.6
20973-187684,Sacramento,CA,95814,-121.49,38.58
11776-105482,Sacramento,CA,95823,-121.43,38.5
5536-1284,Sacramento,CA,95833,-121.5,38.61
9822-98195,Sacramento,CA,95823,-121.43,38.47
2907-93175,Sacramento,CA,95842,-121.33,38.71
9638-97818,Sacramento,CA,95815,-121.45,38.6
76657-99558,Sacramento,CA,95818,-121.5,38.56
5282-745,Sacramento,CA,95811,-121.48,38.58
16067-137332,Sacramento,CA,95841,-121.35,38.65
79625-96835,Sacramento,CA,95608,-121.33,38.64
5542-1442,Sacramento,CA,95834,-121.5,38.64
5727-3271,Sacramento,CA,95829,-121.37,38.45
612-326,Sacramento,CA,95864,-121.36,38.6
79588-104124,Sacramento,CA,95842,-121.34,38.69
2842-72686,Sacramento,CA,95819,-121.43,38.55
16204-157786,Sacramento,CA,95814,-121.49,38.58
5892-31240,Sacramento,CA,95827,-121.33,38.56
9594-94011,Sacramento,CA,95838,-121.46,38.64
5320-735,Sacramento,CA,95815,-121.43,38.6
10142-99627,Sacramento,CA,95814,-121.5,38.58
8801-93942,Sacramento,CA,95834,-121.53,38.64
619-343,Sacramento,CA,95816,-121.47,38.57
3423-93926,Sacramento,CA,95819,-121.43,38.57
21775-215005,Sacramento,CA,95842,-121.34,38.69
48752-258593,SACRAMENTO,CA,95819,-121.42,38.56
568-510,Sacramento,CA,95821,-121.4,38.62
10944-103280,Sacramento,CA,95817,-121.43,38.55
6623-45299,Sacramento,CA,95828,-121.4,38.46
5556-1213,Sacramento,CA,95822,-121.49,38.53
11334-104241,Sacramento,CA,95841,-121.33,38.68
28583-249761,SACRAMENTO,CA,95815,-121.43,38.6
27540-237386,Sacramento,CA,95817,-121.43,38.55
10143-74983,Sacramento,CA,95864,-121.38,38.58
5963-49719,Sacramento,CA,95818,-121.49,38.56
75300-97700,Salinas,CA,93901,-121.65,36.66
79632-114590,Salinas,CA,93906,-121.65,36.71
8659-73090,Salinas,CA,93906,-121.66,36.72
5597-1708,Salinas,CA,93907,-121.67,36.7
23735-232804,Salinas,CA,93906,-121.66,36.72
13401-106206,Salinas,CA,93906,-121.65,36.69
22825-223804,Salinas,CA,93901,-121.64,36.67
74460-95606,Salinas,CA,93905,-121.62,36.7
76161-90200,Salinas,CA,93906,-121.65,36.71
6629-70081,Salinas,CA,93901,-121.66,36.66
10016-73017,Salinas,CA,93905,-121.6,36.69
2839-73089,Salinas,CA,93905,-121.62,36.7
74195-24434,San Anselmo,CA,94960,-122.56,37.98
75232-103008,San Bernardino,CA,92407,-117.33,34.18
10433-97237,San Bernardino,CA,92404,-117.28,34.17
11777-105633,San Bernardino,CA,92408,-117.26,34.07
9323-95841,San Bernardino,CA,92407,-117.36,34.19
10346-100564,San Bernardino,CA,92408,-117.28,34.06
75232-94113,San Bernardino,CA,92407,-117.33,34.18
11465-105235,SAN BERNARDINO,CA,92410,-117.3,34.1
6462-40020,San Bernardino,CA,92407,-117.33,34.17
8820-94248,San Bruno,CA,94066,-122.42,37.64
5729-8385,San Bruno,CA,94066,-122.43,37.63
9551-97227,San Bruno,CA,94066,-122.41,37.62
5889-27928,San Bruno,CA,94066,-122.42,37.64
76579-99356,San Bruno,CA,94066,-122.42,37.64
10717-101862,San Carlos,CA,94070,-122.26,37.5
14608-126527,San Carlos,CA,94070,-122.25,37.5
608-323,San Carlos,CA,94070,-122.26,37.51
16132-157726,San Clemente,CA,92673,-117.6,33.46
670-430,San Clemente,CA,92673,-117.65,33.46
73531-36439,San Clemente,CA,92673,-117.61,33.45
21567-190564,San Clemente,CA,92672,-117.63,33.44
5430-1338,San Clemente,CA,92672,-117.61,33.43
6495-40141,San Clemente,CA,92673,-117.6,33.46
73460-50619,San Clemente,CA,92672,-117.61,33.44
6455-53699,San Diego,CA,92128,-117.06,33.02
72372-6091,San Diego,CA,92101,-117.2,32.73
24716-237010,San Diego,CA,92130,-117.19,32.96
13640-106841,San Diego,CA,92116,-117.12,32.76
74790-94836,San Diego,CA,92123,-117.12,32.81
5303-239447,San Diego,CA,92121,-117.14,32.91
5723-8585,San Diego,CA,92124,-117.1,32.82
6716-70900,San Diego,CA,92110,-117.21,32.75
22636-222545,San Diego,CA,92109,-117.25,32.77
5607-1340,San Diego,CA,92116,-117.11,32.76
79639-99598,San Diego,CA,92120,-117.1,32.79
5897-34200,San Diego,CA,92115,-117.06,32.74
6192-149984,San Diego,CA,92115,-117.06,32.76
22354-220166,San Diego,CA,92108,-117.16,32.78
14792-97849,San Diego,CA,92127,-117.08,33.02
19412-194024,San Diego,CA,92101,-117.2,32.73
9626-96877,San Diego,CA,92122,-117.22,32.85
2987-93203,San Diego,CA,92104,-117.12,32.75
516-106725,San Diego,CA,92101,-117.16,32.71
18718-179564,San Diego,CA,92106,-117.23,32.73
7935-95328,San Diego,CA,92108,-117.16,32.77
16008-161369,San Diego,CA,92110,-117.21,32.75
10890-102526,San Diego,CA,92117,-117.2,32.81
6943-87804,San Diego,CA,92121,-117.17,32.91
74636-93370,San Diego,CA,92117,-117.21,32.83
19413-193607,San Diego,CA,92101,-117.2,32.73
5457-1375,San Diego,CA,92131,-117.1,32.94
10815-102961,San Diego,CA,92108,-117.1,32.78
15944-159724,San Diego,CA,92103,-117.17,32.75
7925-95331,San Diego,CA,92129,-117.11,32.95
584-304,San Diego,CA,92103,-117.16,32.75
72178-19739,San Diego,CA,92101,-117.16,32.71
74606-80117,San Diego,CA,92129,-117.13,32.96
74582-80045,San Diego,CA,92126,-117.14,32.92
6644-67920,San Diego,CA,92129,-117.11,32.94
12923-142345,San Diego,CA,92108,-117.15,32.77
5209-437,San Diego,CA,92110,-117.21,32.75
47602-258967,SAN DIEGO,CA,92129,-117.15,32.96
74848-94840,San Diego,CA,92014,-117.25,32.95
16005-162927,San Diego,CA,92126,-117.15,32.91
5950-31539,San Diego,CA,92107,-117.25,32.75
11599-103470,San Diego,CA,92106,-117.22,32.74
74994-102651,San Diego,CA,92122,-117.22,32.86
74594-80137,San Diego,CA,92109,-117.24,32.8
5220-439,San Diego,CA,92117,-117.18,32.82
556-498,San Diego,CA,92129,-117.12,32.96
2999-93204,San Diego,CA,92119,-117.01,32.8
5770-14270,San Diego,CA,92108,-117.13,32.78
530-474,San Diego,CA,92101,-117.16,32.72
5914-37819,San Diego,CA,92130,-117.23,32.94
10012-98199,San Diego,CA,92154,-116.97,32.57
70061-110104,San Diego,CA,92101,-117.16,32.7
9868-97941,San Diego,CA,92130,-117.21,32.92
8706-94438,San Diego,CA,92115,-117.05,32.77
48761-264304,SAN DIEGO,CA,92136,-117.13,32.69
5743-11721,San Diego,CA,92121,-117.16,32.88
74503-25653,San Diego,CA,92131,-117.1,32.94
5867-19639,San Diego,CA,92105,-117.1,32.75
5479-1552,San Diego,CA,92108,-117.15,32.77
20531-181284,San Diego,CA,92130,-117.23,32.95
637-207564,San Diego,CA,92111,-117.15,32.82
74925-102773,San Diego,CA,92116,-117.11,32.76
10124-99210,San Diego,CA,92102,-117.13,32.72
76964-102974,San Diego,CA,92111,-117.18,32.82
21682-214185,San Diego,CA,92127,-117.11,33.02
5725-5567,San Diego,CA,92111,-117.17,32.83
24177-212686,San Diego,CA,92127,-117.15,33.01
23916-234105,San Diego,CA,92101,-117.16,32.71
19802-200285,San Diego,CA,92117,-117.19,32.83
74653-93371,San Diego,CA,92104,-117.13,32.75
75116-43461,San Diego,CA,92101,-117.16,32.71
511-454,San Diego,CA,92109,-117.24,32.8
27521-244224,San Diego,CA,92111,-117.15,32.82
10937-103433,San Diego,CA,92154,-117.06,32.58
5784-17354,San Diego,CA,92122,-117.22,32.87
75195-86301,San Diego,CA,92182,-117.07,32.77
5753-5557,San Diego,CA,92126,-117.12,32.92
27976-249145,San Diego,CA,92127,-117.13,33.02
519-463,San Diego,CA,92128,-117.08,32.98
10181-98264,San Diego,CA,92101,-117.16,32.71
5797-16514,San Diego,CA,92101,-117.17,32.72
22101-190324,San Diego,CA,92108,-117.14,32.77
19826-196964,San Diego,CA,92110,-117.22,32.75
75477-105727,San Diego,CA,92136,-117.12,32.68
8750-94815,San Diego,CA,91915,-116.97,32.63
3460-93753,San Diego,CA,92111,-117.15,32.83
6748-76603,San Diego,CA,92123,-117.13,32.83
14022-108032,San Diego,CA,92103,-117.15,32.75
6846-69400,San Diego,CA,92101,-117.16,32.73
75498-112724,San Diego,CA,92140,-117.2,32.74
28280-245231,San Diego,CA,92101,-117.16,32.71
25047-237938,San Diego,CA,92104,-117.14,32.76
22520-221546,San Diego,CA,92139,-117.04,32.68
21914-210484,San Diego,CA,92108,-117.15,32.77
5414-145424,San Diego,CA,92108,-117.17,32.77
5218-438,San Diego,CA,92109,-117.25,32.79
2821-88044,San Diego,CA,92114,-117.09,32.71
1354-141273,San Diego,CA,92115,-117.07,32.77
28298-249832,SAN DIEGO,CA,92108,-117.17,32.77
6901-86480,San Diego,CA,92127,-117.11,33.02
10015-169504,San Diego,CA,92106,-117.23,32.73
79690-112869,San Diego,CA,92106,-117.22,32.74
9329-95800,San Diego,CA,92110,-117.2,32.76
6541-53799,San Diego,CA,92154,-117.09,32.58
5316-239505,San Diego,CA,92101,-117.16,32.72
9734-95136,San Diego,CA,92113,-117.13,32.7
5307-829,San Diego,CA,92123,-117.12,32.81
540-484,San Diego,CA,92122,-117.21,32.87
20222-108480,San Diego,CA,92154,-117.03,32.58
17552-179885,San Diego,CA,92101,-117.15,32.71
28669-250142,San Diego,CA,92122,-117.21,32.87
6547-64059,San Diego,CA,92154,-117.04,32.58
13559-106860,San Diego,CA,92106,-117.22,32.73
20387-205004,San Diego,CA,92128,-117.09,32.97
20089-196284,San Diego,CA,92101,-117.17,32.71
8906-95341,San Diego,CA,92019,-116.94,32.74
5365-724,San Diego,CA,92117,-117.2,32.83
47447-258468,San Diego,CA,92128,-117.08,32.98
28024-244486,San Diego,CA,92103,-117.17,32.75
5972-44680,San Diego,CA,92101,-117.16,32.71
5414-1280,San Diego,CA,92108,-117.17,32.77
75166-79081,San Diego,CA,92182,-117.07,32.78
9735-96894,San Diego,CA,92104,-117.13,32.75
5495-1339,San Diego,CA,92121,-117.2,32.89
8784-94384,San Diego,CA,92101,-117.17,32.73
6896-85040,San Diego,CA,92131,-117.1,32.9
527-471,San Diego,CA,92108,-117.15,32.78
74536-63239,San Diego,CA,92110,-117.22,32.75
553-495,San Diego,CA,92130,-117.23,32.95
5638-2073,San Diego,CA,92103,-117.15,32.75
24174-235457,San Diego,CA,92115,-117.05,32.74
75727-62340,San Diego,CA,92101,-117.17,32.71
74968-102652,San Diego,CA,92124,-117.1,32.83
5997-50759,San Diego,CA,92120,-117.1,32.79
6741-75501,San Diego,CA,92103,-117.17,32.75
11102-101362,San Diego,CA,92111,-117.16,32.8
79518-102650,San Diego,CA,92111,-117.18,32.82
75229-94473,San Diego,CA,92101,-117.16,32.71
73584-23068,San Dimas,CA,91773,-117.8,34.11
5317-861,San Dimas,CA,91773,-117.83,34.11
76658-99293,San Dimas,CA,91773,-117.82,34.1
9253-96095,San Dimas,CA,91773,-117.81,34.11
5915-34639,San Fernando,CA,91340,-118.44,34.28
28316-250007,San Francisco,CA,94103,-122.41,37.78
5396-1025,San Francisco,CA,94114,-122.43,37.77
611-409,San Francisco,CA,94103,-122.4,37.78
79770-123324,San Francisco,CA,94115,-122.43,37.78
28323-250038,San Francisco,CA,94132,-122.48,37.73
79532-102919,San Francisco,CA,94122,-122.49,37.75
74816-73618,San Francisco,CA,94131,-122.44,37.74
5510-992,San Francisco,CA,94121,-122.48,37.78
74482-94458,San Francisco,CA,94107,-122.39,37.78
10251-100645,San Francisco,CA,94111,-122.4,37.79
509-452,San Francisco,CA,94123,-122.43,37.8
658-415,San Francisco,CA,94105,-122.39,37.79
5271-845,San Francisco,CA,94127,-122.47,37.74
9213-9395,San Francisco,CA,94111,-122.4,37.79
6605-2044,San Francisco,CA,94110,-122.41,37.76
5646-1922,San Francisco,CA,94105,-122.4,37.79
5517-1240,San Francisco,CA,94109,-122.42,37.79
22607-215244,San Francisco,CA,94104,-122.4,37.79
5726-8485,San Francisco,CA,94111,-122.4,37.8
5625-1027,San Francisco,CA,94111,-122.4,37.79
9222-9401,San Francisco,CA,94111,-122.4,37.79
628-413,San Francisco,CA,94108,-122.4,37.79
9212-9394,San Francisco,CA,94114,-122.43,37.76
664-382,SAN FRANCISCO,CA,94118,-122.45,37.79
5287-841,San Francisco,CA,94115,-122.44,37.79
629-414,San Francisco,CA,94122,-122.47,37.76
75804-97411,San Francisco,CA,94105,-122.4,37.79
9224-9402,San Francisco,CA,94111,-122.4,37.8
9215-9397,San Francisco,CA,94117,-122.46,37.76
5852-27467,San Francisco,CA,94105,-122.39,37.79
70325-120031,San Francisco,CA,94128,-122.39,37.62
24218-233045,San Francisco,CA,94104,-122.4,37.79
11239-103904,San Francisco,CA,94103,-122.4,37.77
17517-174624,San Francisco,CA,94105,-122.4,37.79
74242-24470,San Francisco,CA,94103,-122.41,37.77
617-410,San Francisco,CA,94111,-122.4,37.8
5992-51139,San Francisco,CA,94102,-122.41,37.79
5486-668,San Francisco,CA,94105,-122.4,37.79
5649-1926,San Francisco,CA,94102,-122.41,37.79
5945-35560,San Francisco,CA,94133,-122.42,37.81
5851-27487,San Francisco,CA,94132,-122.48,37.73
5516-991,San Francisco,CA,94107,-122.4,37.78
47471-256465,San Francisco,CA,94124,-122.39,37.74
24324-233046,San Francisco,CA,94112,-122.46,37.73
18113-165906,San Francisco,CA,94103,-122.4,37.78
5395-1145,San Francisco,CA,94117,-122.45,37.78
10219-98551,San Francisco,CA,94123,-122.43,37.8
5752-12495,San Francisco,CA,94104,-122.4,37.79
5237-395,San Francisco,CA,94103,-122.42,37.78
16839-172304,San Francisco,CA,94111,-122.39,37.8
14540-119825,San Francisco,CA,94129,-122.45,37.8
9216-9393,San Francisco,CA,94111,-122.4,37.79
6927-229344,San Francisco,CA,94109,-122.42,37.81
533-478,San Francisco,CA,94104,-122.4,37.79
15293-157605,San Francisco,CA,94128,-122.38,37.62
72129-4029,San Francisco,CA,94115,-122.43,37.79
19656-165924,San Francisco,CA,94118,-122.45,37.78
5405-666,San Francisco,CA,94109,-122.42,37.79
6677-73184,San Francisco,CA,94107,-122.39,37.78
9743-98200,San Francisco,CA,94111,-122.4,37.8
14393-110285,San Francisco,CA,94102,-122.41,37.79
5404-1241,San Francisco,CA,94102,-122.41,37.79
9219-9398,San Francisco,CA,94105,-122.4,37.79
532-477,San Francisco,CA,94109,-122.42,37.8
9221-9400,San Francisco,CA,94104,-122.4,37.79
2997-85880,San Francisco,CA,94115,-122.43,37.78
70033-129847,San Francisco,CA,94102,-122.41,37.79
525-469,San Francisco,CA,94115,-122.43,37.79
22432-206704,San Francisco,CA,94105,-122.4,37.79
5585-1887,San Francisco,CA,94103,-122.41,37.78
531-475,San Francisco,CA,94123,-122.44,37.8
603-408,San Francisco,CA,94105,-122.4,37.79
5757-13320,San Francisco,CA,94108,-122.41,37.79
6867-81760,San Francisco,CA,94103,-122.4,37.77
6765-73139,San Francisco,CA,94108,-122.41,37.79
74151-24429,San Francisco,CA,94114,-122.43,37.77
5464-1026,San Francisco,CA,94102,-122.41,37.79
5669-4251,San Francisco,CA,94127,-122.45,37.74
10892-85883,San Francisco,CA,94133,-122.42,37.81
18040-190264,San Francisco,CA,94128,-122.39,37.62
5431-1144,San Francisco,CA,94105,-122.39,37.79
6937-73142,San Francisco,CA,94102,-122.42,37.78
25428-240965,San Francisco,CA,94158,-122.39,37.77
10891-85603,San Francisco,CA,94103,-122.41,37.78
5584-1613,San Francisco,CA,94122,-122.48,37.76
5836-13469,San Francisco,CA,94103,-122.4,37.78
545-488,San Francisco,CA,94114,-122.43,37.75
14311-115765,San Francisco,CA,94158,-122.39,37.77
10347-100168,San Francisco,CA,94103,-122.4,37.79
9211-249564,San Francisco,CA,94111,-122.39,37.79
48505-263367,SAN FRANCISCO INTL A,CA,94128,-122.4,37.62
26031-243127,San Gabriel,CA,91775,-118.07,34.12
10492-100423,San Jacinto,CA,92583,-116.97,33.8
10893-102951,San Jacinto,CA,92582,-117.01,33.77
5262-731,San Jose,CA,95120,-121.86,37.22
5854-25187,San Jose,CA,95138,-121.78,37.29
11899-106794,San Jose,CA,95127,-121.83,37.37
10493-101266,San Jose,CA,95133,-121.87,37.37
5481-744,San Jose,CA,95118,-121.89,37.25
74912-101867,San Jose,CA,95120,-121.86,37.22
5324-889,San Jose,CA,95113,-121.89,37.34
9736-81620,San Jose,CA,95122,-121.84,37.34
10494-100815,San Jose,CA,95129,-121.98,37.31
5857-16354,San Jose,CA,95135,-121.77,37.3
79676-121302,San Jose,CA,95129,-122.01,37.31
10001-99525,San Jose,CA,95122,-121.83,37.32
5442-1200,San Jose,CA,95131,-121.89,37.38
28611-249877,San Jose,CA,95123,-121.86,37.25
5243-516,San Jose,CA,95125,-121.93,37.29
76549-97423,San Jose,CA,95110,-121.9,37.34
21645-209464,San Jose,CA,95123,-121.8,37.25
24493-236928,San Jose,CA,95132,-121.86,37.39
9820-73059,San Jose,CA,95127,-121.82,37.36
74884-100328,San Jose,CA,95125,-121.91,37.29
76431-93183,San Jose,CA,95122,-121.84,37.34
5848-3304,San Jose,CA,95129,-121.99,37.32
25008-237605,San Jose,CA,95129,-121.99,37.29
6702-73052,San Jose,CA,95125,-121.91,37.3
5763-13888,San Jose,CA,95110,-121.92,37.37
14251-115764,San Jose,CA,95113,-121.89,37.34
20170-170947,San Jose,CA,95129,-121.97,37.32
24780-238924,San Jose,CA,95113,-121.89,37.33
5295-848,San Jose,CA,95121,-121.79,37.31
6553-63560,San Jose,CA,95128,-121.95,37.31
74789-73690,San Jose,CA,95118,-121.91,37.25
6960-72972,San Jose,CA,95123,-121.86,37.25
76502-96148,San Jose,CA,95121,-121.81,37.31
10313-100107,San Jose,CA,95121,-121.81,37.31
11900-99680,San Jose,CA,95112,-121.92,37.37
20440-204464,San Jose,CA,95134,-121.93,37.4
6996-78308,San Jose,CA,95123,-121.87,37.25
24596-236064,San Jose,CA,95110,-121.92,37.37
76265-93181,San Jose,CA,95123,-121.86,37.25
6769-73033,San Jose,CA,95136,-121.86,37.27
74773-73710,San Jose,CA,95118,-121.87,37.26
26026-207968,San Jose,CA,95192,-121.88,37.34
21635-210185,San Jose,CA,95123,-121.8,37.25
2840-101476,San Jose,CA,95129,-122.03,37.31
558-500,San Jose,CA,95123,-121.86,37.25
11778-99691,San Jose,CA,95111,-121.85,37.29
5676-2765,San Jose,CA,95119,-121.78,37.23
5359-1138,San Jose,CA,95127,-121.84,37.37
26127-243385,San Jose,CA,95148,-121.81,37.33
8639-231705,San Jose,CA,95126,-121.91,37.32
5893-30779,San Jose,CA,95125,-121.88,37.29
13937-125784,San Jose,CA,95125,-121.86,37.3
10258-97530,San Jose,CA,95110,-121.91,37.34
74315-73609,San Jose,CA,95136,-121.83,37.27
5297-399,San Jose,CA,95113,-121.89,37.33
638-355,San Jose,CA,95125,-121.9,37.3
5989-51119,San Jose,CA,95134,-121.94,37.41
6827-81366,San Jose,CA,95118,-121.88,37.25
9119-150667,San Jose,CA,95131,-121.92,37.36
19903-196186,San Jose,CA,95123,-121.8,37.25
8173-154308,San Jose,CA,95134,-121.96,37.42
6536-62039,San Jose,CA,95126,-121.92,37.33
15946-156028,San Jose,CA,95133,-121.84,37.37
9079-150626,San Jose,CA,95131,-121.92,37.36
27569-245714,San Jose,CA,95132,-121.87,37.41
6590-64800,San Jose,CA,95148,-121.81,37.33
6696-76100,San Jose,CA,95124,-121.92,37.26
6607-68400,San Jose,CA,95128,-121.95,37.32
6788-73038,San Jose,CA,95118,-121.89,37.27
5527-1201,San Jose,CA,95126,-121.91,37.33
25447-240724,San Jose,CA,95139,-121.78,37.23
76867-117044,San Jose,CA,95112,-121.86,37.31
5436-164304,San Jose,CA,95110,-121.92,37.35
5360-1137,San Jose,CA,95128,-121.95,37.3
3457-73037,San Jose,CA,95131,-121.93,37.39
23597-73055,San Jose,CA,95110,-121.87,37.32
10894-102775,San Jose,CA,95125,-121.91,37.29
10310-100692,San Jose,CA,95124,-121.92,37.28
27325-246684,San Jose,CA,95118,-121.87,37.26
5846-20000,San Jose,CA,95123,-121.83,37.24
6652-72990,San Jose,CA,95121,-121.82,37.3
5240-698,San Jose,CA,95129,-121.99,37.29
6862-81622,San Jose,CA,95134,-121.92,37.4
10113-72975,San Jose,CA,95122,-121.81,37.33
6031-146084,San Jose,CA,95131,-121.93,37.37
14023-108045,San Juan Capistrano,CA,92675,-117.66,33.5
5900-34619,San Juan Capistrano,CA,92675,-117.65,33.5
636-353,San Juan Capistrano,CA,92675,-117.66,33.5
8911-94381,San Leandro,CA,94578,-122.14,37.71
74795-99751,San Leandro,CA,94577,-122.15,37.72
5545-1653,San Leandro,CA,94577,-122.16,37.71
74941-101841,San Leandro,CA,94579,-122.14,37.69
10668-94382,San Leandro,CA,94577,-122.14,37.73
10348-5384,San Leandro,CA,94578,-122.13,37.7
5754-8386,San Lorenzo,CA,94580,-122.13,37.69
17929-185225,San Luis Obispo,CA,93407,-120.66,35.3
50089-266344,SAN LUIS OBISPO,CA,93407,-120.66,35.3
15779-156022,San Luis Obispo,CA,93405,-120.69,35.25
5251-370,San Luis Obispo,CA,93405,-120.67,35.29
70019-127005,San Luis Obispo,CA,93407,-120.66,35.3
74516-48799,San Luis Obispo,CA,93401,-120.64,35.25
6578-61419,San Luis Obispo,CA,93405,-120.68,35.26
6731-75360,San Luis Obispo,CA,93401,-120.64,35.25
14426-120264,San Luis Obispo,CA,93401,-120.67,35.25
620-411,San Luis Obispo,CA,93401,-120.66,35.28
2961-89821,San Marcos,CA,92069,-117.12,33.14
5910-38079,San Marcos,CA,92078,-117.17,33.13
73667-128324,San Marcos,CA,92069,-117.14,33.14
73691-106753,San Marcos,CA,92078,-117.2,33.1
47596-258977,San Marcos,CA,92078,-117.21,33.13
5948-42939,San Marcos,CA,92078,-117.2,33.15
5869-31519,San Marcos,CA,92069,-117.17,33.14
5641-193444,San Marcos,CA,92078,-117.21,33.13
11600-105705,San Marcos,CA,92078,-117.19,33.14
28279-249624,San Marcos,CA,92078,-117.17,33.13
75208-93153,San Marcos,CA,92096,-117.16,33.13
610-325,San Marino,CA,91108,-118.11,34.12
9339-96308,San Mateo,CA,94403,-122.29,37.53
28436-249753,SAN MATEO,CA,94403,-122.3,37.54
6718-75341,San Mateo,CA,94403,-122.29,37.54
5692-4510,San Mateo,CA,94402,-122.31,37.55
76623-99359,San Mateo,CA,94404,-122.28,37.56
5602-1925,San Mateo,CA,94401,-122.33,37.58
5596-1924,San Mateo,CA,94404,-122.28,37.56
613-327,San Mateo,CA,94401,-122.32,37.56
5336-210664,San Mateo,CA,94403,-122.3,37.54
72238-25687,San Mateo,CA,94403,-122.29,37.53
72718-35464,San Mateo,CA,94403,-122.33,37.53
74167-120244,San Mateo,CA,94404,-122.28,37.56
5844-23907,San Mateo,CA,94402,-122.34,37.52
8722-87661,San Pablo,CA,94806,-122.33,37.95
22822-213504,San Pablo,CA,94803,-122.33,37.96
8851-103728,San Pablo,CA,94806,-122.34,37.97
76985-136849,San Pedro,CA,90731,-118.29,33.76
6431-37099,San Pedro,CA,90732,-118.31,33.76
5694-5504,San Pedro,CA,90732,-118.31,33.72
11868-105618,San Pedro,CA,90731,-118.29,33.74
79519-103403,San Pedro,CA,90731,-118.29,33.74
74609-90934,San Pedro,CA,90732,-118.31,33.72
79700-107172,San Rafael,CA,94901,-122.53,37.97
605-320,San Rafael,CA,94903,-122.55,38.01
5203-384,San Rafael,CA,94901,-122.53,37.97
19856-199785,San Rafael,CA,94901,-122.49,37.95
6481-61079,San Rafael,CA,94901,-122.52,37.97
10546-99135,San Rafael,CA,94901,-122.52,37.97
74948-101858,San Rafael,CA,94903,-122.55,38.01
20924-197444,San Ramon,CA,94583,-121.96,37.76
5279-402,San Ramon,CA,94583,-121.97,37.78
74112-22861,San Ramon,CA,94583,-121.98,37.77
5781-4778,San Ramon,CA,94583,-121.95,37.76
79660-103243,San Ramon,CA,94582,-121.92,37.77
5825-22045,San Ramon,CA,94583,-121.93,37.73
9513-95264,San Ramon,CA,94583,-121.97,37.78
76208-89721,San Ramon,CA,94583,-121.96,37.76
25784-242224,San Ramon,CA,94583,-121.98,37.77
6562-65501,San Ysidro,CA,92173,-117.04,32.54
5569-1415,Sand City,CA,93955,-121.84,36.62
76508-99361,Sand City,CA,93955,-121.84,36.62
587-227291,SanDiego,CA,92128,-117.07,33.02
6883-85455,Sanger,CA,93657,-119.56,36.71
8941-95244,Santa Ana,CA,92701,-117.87,33.75
6843-82601,Santa Ana,CA,92705,-117.83,33.76
26857-245668,Santa Ana,CA,92707,-117.86,33.68
16398-168226,Santa Ana,CA,92707,-117.86,33.68
74824-99595,Santa Ana,CA,92704,-117.89,33.7
20437-201808,Santa Ana,CA,92705,-117.84,33.73
15729-160027,Santa Ana,CA,92706,-117.89,33.76
15843-156788,Santa Ana,CA,92704,-117.89,33.7
9255-95871,Santa Ana,CA,92701,-117.85,33.76
2884-92820,Santa Ana,CA,92704,-117.88,33.7
22998-208625,Santa Ana,CA,92705,-117.87,33.78
76266-90565,Santa Ana,CA,92706,-117.89,33.76
6754-69680,Santa Ana,CA,92706,-117.88,33.77
6604-15916,Santa Ana,CA,92707,-117.87,33.7
10817-40120,Santa Ana,CA,92704,-117.92,33.74
16396-168225,Santa Ana,CA,92707,-117.86,33.68
16395-168224,Santa Ana,CA,92707,-117.86,33.68
10005-97691,Santa Ana,CA,92704,-117.88,33.72
22365-220168,Santa Ana,CA,92705,-117.85,33.76
543-487,Santa Barbara,CA,93108,-119.65,34.42
28206-250105,SANTA BARBARA,CA,93101,-119.7,34.42
9344-96327,Santa Barbara,CA,93101,-119.7,34.42
29541-237436,Santa Barbara,CA,93101,-119.7,34.42
